Influencer_Id;Post_Id;Post_URL;Number_of_comments
326303;124658646;http://paniekscelencja.blogspot.com/2015/06/vans-classic-warsaw.html;regexp_match;32
2098086;139785162;http://www.copykat.com/2015/08/16/pressure-cooker-pinto-beans/;regexp_match;0
1271621;141484033;http://clashdaily.com/2015/08/lois-lerner-mightve-just-stolen-hillarys-evil-email-witch-crown/;regexp_match;13
878336;136494611;http://www.browneyedbaker.com/the-weekend-dish-882015/;regexp_match;4
924889;56634143;http://shopaholicnicolblog.blogspot.com/2014/11/brandnooz-box-rijen.html;none_matched;-1
1050633;122259941;http://ciarale.com/2015/06/12/booty-bump-guide-is-finally-here-build-your-booty/;regexp_match;0
1463983;59029787;http://www.pearldaisyblog.com/invisalign-completed/;regexp_match;5
904021;141273522;http://www.somethingswanky.com/mm-oatmeal-chocolate-chip-cookies/;comments_feed;0
919106;140942557;https://www.lisaleonard.com/blog/san-luis-obispo/sister-birthday-2015;regexp_match;10
1657780;141335933;http://www.alloutdoor.com/2015/08/24/concealed-carry-options/;regexp_match;1
325874;139984843;http://www.extrapetite.com/2015/08/ann-taylor-friends-family-sale-keepers.html;regexp_match;25
325870;141407210;http://cheetahisthenewblack.com/sage-cleansing-ritual/;regexp_match;5
983915;13850660;http://www.inspiredbypleuni.blogspot.com/2014/04/kingsday-was-awesome.html;none_matched;-1
9466;139975198;http://www.classygirlswearpearls.com/2015/08/poppy-red.html;regexp_match;28
751067;---;---;---;No Blogspot, Wordpress, Custom
